ICAO;Type;ICAO-Type;W;C;AWC;Model
;;;;;;EUROCOPTER, AS-532U2 Cougar Mk2
;;;;;;EUROCOPTER, Cougar Mk2
;;;;;;EUROCOPTER, Super Puma Mk2
;;;;;;AEROSPATIALE, AS-350 AStar
;;;;;;AEROSPATIALE, AS-350 Ecureuil
;;;;;;AEROSPATIALE, AS-350 SuperStar
;;;;;;AEROSPATIALE, AS-550 Fennec
;;;;;;AEROSPATIALE, AStar
;;;;;;AEROSPATIALE, Ecureuil
;;;;;;AEROSPATIALE, Fennec (AS-550)
;;;;;;AEROSPATIALE, SuperStar
;;;;;;AIRBUS HELICOPTERS, AS-350 Ecureuil
;;;;;;AIRBUS HELICOPTERS, AS-350 SuperStar
;;;;;;AIRBUS HELICOPTERS, AS-550 Fennec
;;;;;;AIRBUS HELICOPTERS, Ecureuil
;;;;;;AIRBUS HELICOPTERS, Fennec
;;;;;;AIRBUS HELICOPTERS, H-125 Ecureuil
;;;;;;AIRBUS HELICOPTERS, H-125 Fennec
;;;;;;AIRBUS HELICOPTERS, H-125 SuperStar
;;;;;;AIRBUS HELICOPTERS, SuperStar
;;;;;;AVICOPTER, AC-301
AS50;Helicopter;1T/S;Light;F;I;CHANGHE, Z-11
;;;;;;EUROCOPTER, AS-350 AStar
;;;;;;EUROCOPTER, AS-350 Ecureuil
;;;;;;EUROCOPTER, AS-350 Stylence
;;;;;;EUROCOPTER, AS-350 SuperStar
;;;;;;EUROCOPTER, AS-550 Fennec
;;;;;;EUROCOPTER, AStar
;;;;;;EUROCOPTER, Ecureuil
;;;;;;EUROCOPTER, Fennec (AS-550)
;;;;;;EUROCOPTER, Squirrel
;;;;;;EUROCOPTER, Stylence (AS-350)
;;;;;;EUROCOPTER, SuperStar
;;;;;;HELIBRAS, Esquilo (HB-350)
;;;;;;HELIBRAS, HA-1 Esquilo
;;;;;;HELIBRAS, HB-350 Esquilo
;;;;;;HELIBRAS, UH-12 Esquilo
;;;;;;HELIBRAS, H-50 Esquilo
;;;;;;LOT, AS-350 Ecureuil
;;;;;;LOT, Ecureuil
;;;;;;AEROSPATIALE, AS-355 Ecureuil 2
;;;;;;AEROSPATIALE, AS-355 TwinStar
;;;;;;AEROSPATIALE, AS-555 Fennec
;;;;;;AEROSPATIALE, Ecureuil 2
;;;;;;AEROSPATIALE, Fennec (AS-555)
;;;;;;AEROSPATIALE, TwinStar
;;;;;;AIRBUS HELICOPTERS, AS-355 Ecureuil 2
;;;;;;AIRBUS HELICOPTERS, Ecureuil 2
;;;;;;EUROCOPTER, AS-355 Ecureuil 2
;;;;;;EUROCOPTER, AS-355 Stylence
AS55;Helicopter;2T/S;Light;F;I;EUROCOPTER, AS-355 TwinStar EUROCOPTER, AS-555 Fennec
;;;;;;EUROCOPTER, Ecureuil 2
;;;;;;EUROCOPTER, Fennec (AS-555)
;;;;;;EUROCOPTER, Stylence (AS-355)
;;;;;;EUROCOPTER, Twin Squirrel
;;;;;;EUROCOPTER, TwinStar
;;;;;;HELIBRAS, CH-55 Esquilo
;;;;;;HELIBRAS, Esquilo (HB-355)
;;;;;;HELIBRAS, HB-355 Esquilo
;;;;;;HELIBRAS, UH-13 Esquilo
;;;;;;HELIBRAS, VH-55 Esquilo
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
AS65;Helicopter;2T/S;Light;F;I;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
AS80;Fixed-wing;1P/S;Light;F;I;
;;;;;;
ASO4;Fixed-wing;1P/S;Light;F;I;
;;;;;;
ASTO;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
ASTR;Fixed-wing;2J/S+;Medium;F;III;7
;;;;;;
;;;;;;
AT2P;Fixed-wing;1P/S;Light;F;I;
AT3*;Fixed-wing;2J/S+;Medium;F;III;
;;;;;;
AT3P;Fixed-wing;1P/S;Light;F;I;1
;;;;;;
;;;;;;
AT3T;Fixed-wing;1T/S;Light;F;I;
;;;;;;
AT43;Fixed-wing;2T/L;Medium;E;III;3
;;;;;;
AT44;Fixed-wing;2T/L;Medium;E;III;3
;;;;;;
;;;;;;
AT45;Fixed-wing;2T/L;Medium;E;III;3
;;;;;;
AT46;Fixed-wing;2T/L;Medium;E;III;3
AT5P;Fixed-wing;1P/S;Light;F;I;
;;;;;;
AT5T;Fixed-wing;1T/S;Light;F;I;
;;;;;;
AT6T;Fixed-wing;1T/S;Light;F;I;
AT72;Fixed-wing;2T/L;Medium;E;III;3
AT73;Fixed-wing;2T/L;Medium;E;III;3
AT75;Fixed-wing;2T/L;Medium;E;III;3
AT76;Fixed-wing;2T/L;Medium;E;III;3
AT8T;Fixed-wing;1T/S+;Light/ Medium;F;III;
ATAC;Fixed-wing;1P/S;Light;F;I;
ATG1;Fixed-wing;2J/S;Light;F;III;
ATIS;Fixed-wing;1P/S;Light;F;I;
ATL;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
ATLA;Fixed-wing;2T/L;Medium;D;III;
;;;;;;
;;;;;;
ATP;Fixed-wing;2T/L;Medium;D;III;6
ATTL;Fixed-wing;1P/S;Light;F;I;
AU11;Fixed-wing;1P/S;Light;F;I;
AUJ2;Fixed-wing;1P/S;Light;F;I;
AUJ4;Fixed-wing;1P/S;Light;F;I;
AUS3;Fixed-wing;1P/S;Light;F;I;
AUS4;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
AUS5;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
AUS6;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
AUS7;Fixed-wing;1P/S;Light;F;I;
AUS9;Fixed-wing;1P/S;Light;F;I;AUSTER, Auster AOP9 AUSTER, B5
;;;;;;ALPLA, AVO-68 Samburo
;;;;;;ALPLA, Samburo
AV68;Fixed-wing;1P/S;Light;F;I;M & D FLUGZEUGBAU, AVO-68 Samburo M & D FLUGZEUGBAU, Samburo
;;;;;;NITSCHE, AVO-68 Samburo
;;;;;;NITSCHE, Samburo
;;;;;;AVID, Avid Amphibian
AVAM;@Fixed-wing;1P/S;Light;F;I;AVID, Catalina
;;;;;;LIGHT AERO, Avid Amphibian
;;;;;;AIRDALE, Avid Flyer
;;;;;;AIRDALE, Flyer
;;;;;;AVID, Avid Commuter
;;;;;;AVID, Avid Flyer
AVID;Fixed-wing;1P/S;Light;F;I;INDAER PERU, Ag-Chuspi INDAER PERU, Chuspi
;;;;;;INDAER PERU, IAP-001 Chuspi
;;;;;;INDAER PERU, IAP-002 Ag-Chuspi
;;;;;;LIGHT AERO, Avid Flyer
;;;;;;YALO, Avid Flyer
;;;;;;AVRO, 594 Avian
AVIN;Fixed-wing;1P/S;Light;F;I;AVRO, 616 Avian
;;;;;;AVRO, Avian
AVK4;Fixed-wing;2T/S;Light;F;II;AVTEK, 400
AVLN;@Fixed-wing;1T/S;Light;F;I;AIRMASTER, Avalon 680
AVTR;@Fixed-wing;1P/S;Light;F;I;AERO ADVENTURE, Aventura 2 ARNET PEREYRA, Aventura 2
;;;;;;AGUSTA, AB-206 JetRanger
;;;;;;AGUSTA, AB-206 LongRanger
;;;;;;AGUSTA, Hkp6 JetRanger
;;;;;;AGUSTA, JetRanger
;;;;;;AGUSTA, LongRanger
;;;;;;BELL, 406
;;;;;;BELL, 206A JetRanger
;;;;;;BELL, 206B JetRanger
;;;;;;BELL, 206L LongRanger
;;;;;;BELL, 406 Combat Scout
;;;;;;BELL, CH-136
;;;;;;BELL, CH-139
;;;;;;BELL, COH-58
;;;;;;BELL, Combat Scout
B06;Helicopter;1T/S;Light;F;I;BELL, Creek BELL, JetRanger
;;;;;;BELL, Kiowa
;;;;;;BELL, Kiowa Warrior
;;;;;;BELL, LongRanger
;;;;;;BELL, OH-58 Kiowa
;;;;;;BELL, OH-58 Kiowa Warrior
;;;;;;BELL, SeaRanger
;;;;;;BELL, TH-206
;;;;;;BELL, TH-57 SeaRanger
;;;;;;BELL, TH-67 Creek
;;;;;;BELL, VH-4 JetRanger
;;;;;;COMMONWEALTH (1), BA-206 Kiowa
;;;;;;COMMONWEALTH (1), CA-32 Kiowa
;;;;;;COMMONWEALTH (1), Kiowa
;;;;;;PANHA, 2061
;;;;;;BELL, 206LT TwinRanger
B06T;Helicopter;2T/S;Light;F;I;BELL, TwinRanger TRIDAIR, 206L-ST Gemini ST
;;;;;;TRIDAIR, Gemini ST
B1;Fixed-wing;4J/H;Heavy;C;III;ROCKWELL, B-1 Lancer ROCKWELL, Lancer
B103;@Fixed-wing;2P/S;Light;F;II;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
B105;Helicopter;2T/S;Light;F;I;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
B13;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
B14A;Fixed-wing;1P/S;Light;F;I;1
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
B14B;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
B14C;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
B150;Helicopter;1T/S;Light;F;I;
B17;Fixed-wing;4P/L;Medium;D;III;
;;;;;;
;;;;;;
B18T;Fixed-wing;2T/S;Light;F;II;1
;;;;;;
;;;;;;
;;;;;;
B190;Fixed-wing;2T/S+;Medium;F;III;7
;;;;;;
;;;;;;
B2;Fixed-wing;4J/H;Heavy;C;III;
;;;;;;
;;;;;;
;;;;;;
B209;Fixed-wing;1P/S;Light;F;I;4
;;;;;;
;;;;;;
;;;;;;
;;;;;;
B212;Helicopter;2T/S;Light;F;I;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
B214;Helicopter;1T/S+;Medium;F;I;
;;;;;;
;;;;;;
B222;Helicopter;2T/S;Light;F;I;
;;;;;;
B23;Fixed-wing;2P/L;Medium;D;III;
;;;;;;
B230;Helicopter;2T/S;Light;F;I;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
B24;Fixed-wing;4P/L;Medium;D;III;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
B25;Fixed-wing;2P/L;Medium;E;III;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
B26;Fixed-wing;2P/L;Medium;E;III;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
B26M;Fixed-wing;2P/S+;Medium;F;III;
;;;;;;
B29;Fixed-wing;4P/L;Medium;D;III;
B305;Helicopter;1P/S;Light;F;I;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
B350;Fixed-wing;2T/S+;Light/ Medium;F;III;7
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
B360;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
;;;;;;
B36T;Fixed-wing;1T/S;Light;F;I;1
;;;;;;
;;;;;;
;;;;;;
;;;;;;
B37M;Fixed-wing;2J/L;Medium;D;III;
;;;;;;
;;;;;;
B38M;Fixed-wing;2J/L;Medium;D;III;
;;;;;;
;;;;;;
B39M;Fixed-wing;2J/L;Medium;D;III;
;;;;;;
;;;;;;
;;;;;;
B407;Helicopter;1T/S;Light;F;I;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
B412;Helicopter;2T/S;Light;F;I;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
B427;Helicopter;2T/S;Light;F;I;
B429;Helicopter;2T/S;Light;F;I;
B430;Helicopter;2T/S;Light;F;I;
;;;;;;
B461;Fixed-wing;4J/L;Medium;E;III;7
;;;;;;
;;;;;;
;;;;;;
B462;Fixed-wing;4J/L;Medium;E;III;7
;;;;;;
;;;;;;
B463;Fixed-wing;4J/L;Medium;E;III;7
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
B47G;Helicopter;1P/S;Light;F;I;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
B47J;Helicopter;1P/S;Light;F;I;
;;;;;;
;;;;;;
;;;;;;
B47T;Helicopter;1T/S;Light;F;I;
B505;Helicopter;1T/S;Light;F;I;
B52;Fixed-wing;8J/H;Heavy;B;III;
B525;Helicopter;2T/S+;Medium;F;I;
;;;;;;
B58T;Fixed-wing;2P/S;Light;F;II;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
B60;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
;;;;;;
B609;Tiltrotor;2T/S+;Medium;F;II;
;;;;;;
B60T;Fixed-wing;2T/S;Light;F;II;
;;;;;;
B701;Fixed-wing;4J/L;Medium;D;III;9
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
B703;Fixed-wing;4J/H;Heavy;C;III;9
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
B712;Fixed-wing;2J/L;Medium;D;III;7
;;;;;;
B720;Fixed-wing;4J/L;Medium;D;III;9
B721;Fixed-wing;3J/L;Medium;D;III;7
B722;Fixed-wing;3J/L;Medium;D;III;7
;;;;;;
;;;;;;
B732;Fixed-wing;2J/L;Medium;D;III;7
;;;;;;
;;;;;;
B733;Fixed-wing;2J/L;Medium;D;III;7
B734;Fixed-wing;2J/L;Medium;D;III;8
B735;Fixed-wing;2J/L;Medium;D;III;7
B736;Fixed-wing;2J/L;Medium;D;III;7
;;;;;;
;;;;;;
B737;Fixed-wing;2J/L;Medium;D;III;8
;;;;;;
;;;;;;
;;;;;;
B738;Fixed-wing;2J/L;Medium;D;III;9
;;;;;;
;;;;;;
B739;Fixed-wing;2J/L;Medium;D;III;9
;;;;;;
B741;Fixed-wing;4J/H;Heavy;B;III;10
;;;;;;
B742;Fixed-wing;4J/H;Heavy;B;III;10
;;;;;;
B743;Fixed-wing;4J/H;Heavy;B;III;10
B744;Fixed-wing;4J/H;Heavy;B;III;10
;;;;;;
B748;Fixed-wing;4J/H;Heavy;B;III;8
;;;;;;
B74D;Fixed-wing;4J/H;Heavy;B;III;
B74R;Fixed-wing;4J/H;Heavy;B;III;10
B74S;Fixed-wing;4J/H;Heavy;B;III;9
B752;Fixed-wing;2J/L;Medium;D;III;7
B753;Fixed-wing;2J/L;Medium;D;III;8
B762;Fixed-wing;2J/H;Heavy;C;III;9
B763;Fixed-wing;2J/H;Heavy;C;III;9
B764;Fixed-wing;2J/H;Heavy;C;III;9
B772;Fixed-wing;2J/H;Heavy;B;III;9
B773;Fixed-wing;2J/H;Heavy;B;III;9
B778;Fixed-wing;BOEING, 777-8 NOWGT2J/;Heavy;NOWGT;III;
B779;Fixed-wing;BOEING, 777-9 NOWGT2J/;Heavy;NOWGT;III;
;;;;;;
B77L;Fixed-wing;2J/H;Heavy;B;III;7
;;;;;;
;;;;;;
B77W;Fixed-wing;2J/H;Heavy;B;III;7
;;;;;;
;;;;;;
B788;Fixed-wing;2J/H;Heavy;B;III;7
;;;;;;
;;;;;;
B789;Fixed-wing;2J/H;Heavy;B;III;7
;;;;;;
B78X;Fixed-wing;2J/H;Heavy;B;III;
;;;;;;
;;;;;;
BA11;Fixed-wing;2J/L;Medium;D;III;7
;;;;;;
;;;;;;
BABY;Helicopter;1P/S;Light;F;I;
BALL;;;;;;
BAR6;Fixed-wing;1P/S;Light;F;I;
BARC;Fixed-wing;1P/S;Light;F;I;
;;;;;;
BASS;Fixed-wing;2P/S;Light;F;II;8
;;;;;;
BBAT;Fixed-wing;1P/S;Light;F;I;
BBIR;Fixed-wing;1P/S;Light;F;I;
BCA3;Fixed-wing;1P/S;Light;F;I;
;;;;;;
BCAT;Fixed-wing;1P/S+;Light;F;III;
;;;;;;
BCS1;Fixed-wing;2J/L;Medium;D;III;
BCS3;Fixed-wing;2J/L;Medium;D;III;
;;;;;;
BD10*;Fixed-wing;1J/S;Light;F;III;
;;;;;;
BD12;Fixed-wing;1P/S;Light;F;I;
BD17;Fixed-wing;1P/S;Light;F;I;
BD4;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
BD5;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
BD5J;Fixed-wing;1J/S;Light;F;III;
;;;;;;
;;;;;;
;;;;;;
BD5T;Fixed-wing;1T/S;Light;F;I;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
BDOG;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
BE10;Fixed-wing;2T/S;Light;F;II;7
;;;;;;
BE12;@Fixed-wing;2T/L;Medium;D;III;
;;;;;;
;;;;;;
BE17;Fixed-wing;1P/S;Light;F;I;2
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
BE18;Fixed-wing;2P/S;Light;F;II;4
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
BE19;Fixed-wing;1P/S;Light;F;I;1
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
BE20;Fixed-wing;2T/S+;Light/ Medium;F;III;7
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
BE23;Fixed-wing;1P/S;Light;F;I;2
;;;;;;
;;;;;;
BE24;Fixed-wing;1P/S;Light;F;I;3
;;;;;;
;;;;;;
BE30;Fixed-wing;2T/S+;Light;F;III;6
;;;;;;
BE32;Fixed-wing;2T/S+;Medium;F;III;
;;;;;;
;;;;;;
;;;;;;
BE33;Fixed-wing;1P/S;Light;F;I;4
;;;;;;
;;;;;;
;;;;;;
;;;;;;
BE35;Fixed-wing;1P/S;Light;F;I;3
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
BE36;Fixed-wing;1P/S;Light;F;I;2
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
BE40;Fixed-wing;2J/S+;Medium;F;III;8
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
BE45;Fixed-wing;2J/S+;Medium;F;III;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
BE50;Fixed-wing;2P/S;Light;F;II;4
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
BE55;Fixed-wing;2P/S;Light;F;II;6
;;;;;;
;;;;;;
;;;;;;
BE56;Fixed-wing;2P/S;Light;F;II;2
;;;;;;
;;;;;;
;;;;;;
;;;;;;
BE58;Fixed-wing;2P/S;Light;F;II;6
;;;;;;
;;;;;;
;;;;;;
;;;;;;
BE60;Fixed-wing;2P/S;Light;F;II;8
;;;;;;
;;;;;;
BE65;Fixed-wing;2P/S;Light;F;II;5
;;;;;;
;;;;;;
BE70;Fixed-wing;2P/S;Light;F;II;1
BE76;Fixed-wing;2P/S;Light;F;II;4
BE77;Fixed-wing;1P/S;Light;F;I;1
;;;;;;
;;;;;;
;;;;;;
BE80;Fixed-wing;2P/S;Light;F;II;5
;;;;;;
;;;;;;
;;;;;;
BE88;Fixed-wing;2P/S;Light;F;II;5
BE95;Fixed-wing;2P/S;Light;F;II;5
BE99;Fixed-wing;2T/S;Light;F;II;5
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
BE9L;Fixed-wing;2T/S;Light;F;II;5
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
BE9T;Fixed-wing;2T/S;Light;F;II;7
;;;;;;
BEAR;Fixed-wing;1P/S;Light;F;I;
;;;;;;
BELF;Fixed-wing;4T/L;Medium;D;III;
BER2;@Fixed-wing;2J/L;Medium;D;III;
BER4;@Fixed-wing;2J/L;Medium;D;III;
BETA;Fixed-wing;1P/S;Light;F;I;
BEVR;Fixed-wing;1P/S;Light;F;I;
BF19;Fixed-wing;1P/S;Light;F;I;
;;;;;;
BFIT;Fixed-wing;1P/S;Light;F;I;
;;;;;;
BILO;Fixed-wing;1P/S;Light;F;I;
BIPL;Fixed-wing;1P/S;Light;F;I;
;;;;;;
BIRD;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
BISC;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
;;;;;;
BK17;Helicopter;2T/S;Light;F;I;
;;;;;;
;;;;;;
;;;;;;
BKUT;Fixed-wing;1P/S;Light;F;I;
;;;;;;
BL11;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
BL17;Fixed-wing;1P/S;Light;F;I;1
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
BL19;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
BL8;Fixed-wing;1P/S;Light;F;I;2
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
BLBU;Fixed-wing;1P/S;Light;F;I;
;;;;;;
BLCF;Fixed-wing;4J/H;Heavy;B;III;
;;;;;;
BLEN;Fixed-wing;2P/S+;Light;F;III;
;;;;;;
;;;;;;
;;;;;;
BLKS;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
BM6;Fixed-wing;1P/S;Light;F;I;
BMAN;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
BN2P;Fixed-wing;2P/S;Light;F;II;1
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
BN2T;Fixed-wing;2T/S;Light;F;II;1
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
BOLT;Fixed-wing;1P/S;Light;F;I;
BOOM;Fixed-wing;2P/S;Light;F;II;
BPAT;Fixed-wing;1P/S;Light;F;I;
;;;;;;
BPOD;Fixed-wing;4E/S;Light;F;III;
;;;;;;
BR14;Fixed-wing;1P/S;Light;F;I;
BR54;Gyrocopter;1P/S;Light;F;I;
BR60;Fixed-wing;1P/S;Light;F;I;
BR61;Fixed-wing;1P/S;Light;F;I;
BRAV;Fixed-wing;1P/S;Light;F;I;
;;;;;;
BRB2;Helicopter;1P/S;Light;F;I;
;;;;;;
BREZ;Fixed-wing;1P/S;Light;F;I;
BROU;Fixed-wing;1P/S;Light;F;I;
BS60;Fixed-wing;2T/S;Light;F;II;
BSCA;Fixed-wing;4J/H;Heavy;B;III;
BSTP;Helicopter;2T/S+;Medium;F;I;
BSTR;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
BT36;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
BTUB;Fixed-wing;1P/S;Light;F;I;
BTX1*;Fixed-wing;1J/S;Light;F;III;
BU20;Fixed-wing;3P/S;Light;F;III;2
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
BU31;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
BU33;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
BU81;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
BUC;Fixed-wing;2J/L;Medium;E;III;
;;;;;;
BUCA;@Fixed-wing;1P/S;Light;F;I;
;;;;;;
BULT;Fixed-wing;1P/S;Light;F;I;
BUSH;Fixed-wing;1P/S;Light;F;I;
BX2;Fixed-wing;1P/S;Light;F;I;
;;;;;;
C02T;Fixed-wing;2T/S;Light;F;II;6
;;;;;;
;;;;;;
C04T;Fixed-wing;2T/S;Light;F;II;4
;;;;;;
C06T;Fixed-wing;1T/S;Light;F;I;2
C07T;Fixed-wing;1T/S;Light;F;I;2
;;;;;;
C08T;Fixed-wing;CT/S;Light;F;II;
;;;;;;
C1;Fixed-wing;2J/L;Medium;D;III;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
C101*;Fixed-wing;1J/S+;Light;F;III;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
C10T;Fixed-wing;1T/S;Light;F;I;2
;;;;;;
;;;;;;
C119;Fixed-wing;2P/L;Medium;D;III;5
;;;;;;
C120;Fixed-wing;1P/S;Light;F;I;1
C123;Fixed-wing;2P/L;Medium;D;III;
C125;Fixed-wing;3P/L;Medium;E;III;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
C130;Fixed-wing;4T/L;Medium;D;III;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
C133;Fixed-wing;4T/L;Medium;D;III;
;;;;;;
C135;Fixed-wing;4J/H;Heavy;C;III;
;;;;;;
C140;Fixed-wing;1P/S;Light;F;I;3
;;;;;;
C141;Fixed-wing;4J/H;Heavy;C;III;
;;;;;;
;;;;;;
C14T;Fixed-wing;2T/S;Light;F;II;5
;;;;;;
C15;Fixed-wing;4J/L;Medium;D;III;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
C150;Fixed-wing;1P/S;Light;F;I;1
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
C152;Fixed-wing;1P/S;Light;F;I;1
;;;;;;
;;;;;;
;;;;;;
C160;Fixed-wing;2T/L;Medium;D;III;
;;;;;;
